
Interrupt method selected.

Period, Pulse_Width, BG_Tasks Run, Latency, Missed, Multiple.

Please, press PB0 to continue.
4296, 2148, 13469, 231, 0, 0
4298, 2149, 13480, 231, 0, 0
4300, 2150, 13479, 231, 0, 0
4302, 2151, 13473, 231, 0, 0
4304, 2152, 13468, 231, 0, 0
4306, 2153, 13468, 231, 0, 0
4308, 2154, 13482, 231, 0, 0
4310, 2155, 13468, 231, 0, 0
4312, 2156, 13466, 231, 0, 0
4314, 2157, 13469, 231, 0, 0
4316, 2158, 13478, 231, 0, 0
4318, 2159, 13468, 231, 0, 0
4320, 2160, 13468, 231, 0, 0
4322, 2161, 13469, 231, 0, 0
4324, 2162, 13475, 231, 0, 0
4326, 2163, 13481, 231, 0, 0
4328, 2164, 13473, 231, 0, 0
4330, 2165, 13474, 231, 0, 0
4332, 2166, 13475, 231, 0, 0
4334, 2167, 13482, 231, 0, 0
4336, 2168, 13488, 231, 0, 0
4338, 2169, 13476, 231, 0, 0
4340, 2170, 13475, 231, 0, 0
4342, 2171, 13477, 231, 0, 0
4344, 2172, 13484, 231, 0, 0
4346, 2173, 13477, 231, 0, 0
4348, 2174, 13483, 231, 0, 0
4350, 2175, 13477, 231, 0, 0
4352, 2176, 13482, 231, 0, 0
4354, 2177, 13493, 231, 0, 0
4356, 2178, 13478, 231, 0, 0
4358, 2179, 13482, 231, 0, 0
4360, 2180, 13480, 231, 0, 0
4362, 2181, 13486, 231, 0, 0
4364, 2182, 13492, 231, 0, 0
4366, 2183, 13483, 231, 0, 0
4368, 2184, 13482, 231, 0, 0
4370, 2185, 13491, 231, 0, 0
4372, 2186, 13493, 231, 0, 0
4374, 2187, 13493, 231, 0, 0
4376, 2188, 13483, 231, 0, 0
4378, 2189, 13481, 231, 0, 0
4380, 2190, 13488, 231, 0, 0
4382, 2191, 13492, 231, 0, 0
4384, 2192, 13482, 231, 0, 0
4386, 2193, 13484, 231, 0, 0
4388, 2194, 13484, 231, 0, 0
4390, 2195, 13490, 231, 0, 0
4392, 2196, 13496, 231, 0, 0
4394, 2197, 13489, 231, 0, 0
4396, 2198, 13488, 231, 0, 0
4398, 2199, 13488, 231, 0, 0
4400, 2200, 13493, 231, 0, 0
4402, 2201, 13501, 231, 0, 0
4404, 2202, 13490, 231, 0, 0
4406, 2203, 13491, 231, 0, 0
4408, 2204, 13491, 231, 0, 0
4410, 2205, 13495, 231, 0, 0
4412, 2206, 13500, 231, 0, 0
4414, 2207, 13493, 231, 0, 0
4416, 2208, 13495, 231, 0, 0
4418, 2209, 13492, 231, 0, 0
4420, 2210, 13501, 231, 0, 0
4422, 2211, 13507, 231, 0, 0
4424, 2212, 13493, 231, 0, 0
4426, 2213, 13494, 231, 0, 0
4428, 2214, 13494, 231, 0, 0
4430, 2215, 13500, 231, 0, 0
4432, 2216, 13508, 231, 0, 0
4434, 2217, 13497, 231, 0, 0
4436, 2218, 13502, 231, 0, 0
4438, 2219, 13512, 231, 0, 0
4440, 2220, 13512, 231, 0, 0
4442, 2221, 13512, 231, 0, 0
4444, 2222, 13493, 231, 0, 0
4446, 2223, 13500, 231, 0, 0
4448, 2224, 13501, 231, 0, 0
4450, 2225, 13505, 231, 0, 0
4452, 2226, 13512, 231, 0, 0
4454, 2227, 13501, 231, 0, 0
4456, 2228, 13499, 231, 0, 0
4458, 2229, 13501, 231, 0, 0
4460, 2230, 13508, 231, 0, 0
4462, 2231, 13515, 231, 0, 0
4464, 2232, 13501, 231, 0, 0
4466, 2233, 13505, 231, 0, 0
4468, 2234, 13507, 231, 0, 0
4470, 2235, 13513, 231, 0, 0
4472, 2236, 13520, 231, 0, 0
4474, 2237, 13505, 231, 0, 0
4476, 2238, 13507, 231, 0, 0
4478, 2239, 13503, 232, 0, 0
4480, 2240, 13513, 231, 0, 0
4482, 2241, 13519, 231, 0, 0
4484, 2242, 13508, 231, 0, 0
4486, 2243, 13514, 231, 0, 0
4488, 2244, 13510, 231, 0, 0
4490, 2245, 13517, 231, 0, 0
4492, 2246, 13527, 231, 0, 0
4494, 2247, 13510, 231, 0, 0
4496, 2248, 13513, 231, 0, 0
4498, 2249, 13509, 231, 0, 0
4500, 2250, 13518, 231, 0, 0
4502, 2251, 13525, 231, 0, 0
4504, 2252, 13514, 231, 0, 0
4506, 2253, 13513, 231, 0, 0
4508, 2254, 13523, 231, 0, 0
4510, 2255, 13523, 231, 0, 0
4512, 2256, 13523, 231, 0, 0
4514, 2257, 13514, 231, 0, 0
4516, 2258, 13518, 231, 0, 0
4518, 2259, 13516, 231, 0, 0
4520, 2260, 13521, 231, 0, 0
4522, 2261, 13526, 231, 0, 0
4524, 2262, 13518, 231, 0, 0
4526, 2263, 13517, 231, 0, 0
4528, 2264, 13517, 231, 0, 0
4530, 2265, 13523, 231, 0, 0
4532, 2266, 13535, 231, 0, 0
4534, 2267, 13519, 231, 0, 0
4536, 2268, 13519, 231, 0, 0
4538, 2269, 13519, 231, 0, 0
4540, 2270, 13526, 231, 0, 0
4542, 2271, 13530, 231, 0, 0
4544, 2272, 13522, 231, 0, 0
4546, 2273, 13522, 231, 0, 0
4548, 2274, 13524, 231, 0, 0
4550, 2275, 13523, 231, 0, 0
4552, 2276, 13533, 231, 0, 0
4554, 2277, 13525, 231, 0, 0
4556, 2278, 13523, 231, 0, 0
4558, 2279, 13525, 231, 0, 0
4560, 2280, 13527, 231, 0, 0
4562, 2281, 13531, 231, 0, 0
4564, 2282, 13541, 231, 0, 0
4566, 2283, 13524, 231, 0, 0
4568, 2284, 13524, 231, 0, 0
4570, 2285, 13526, 231, 0, 0
4572, 2286, 13534, 231, 0, 0
4574, 2287, 13545, 231, 0, 0
4576, 2288, 13540, 231, 0, 0
4578, 2289, 13534, 231, 0, 0
4580, 2290, 13529, 231, 0, 0
4582, 2291, 13529, 231, 0, 0
4584, 2292, 13542, 231, 0, 0
4586, 2293, 13530, 231, 0, 0
4588, 2294, 13528, 231, 0, 0
4590, 2295, 13528, 231, 0, 0
4592, 2296, 13534, 231, 0, 0
4594, 2297, 13539, 231, 0, 0
4596, 2298, 13531, 231, 0, 0
4598, 2299, 13530, 231, 0, 0
4600, 2300, 13531, 231, 0, 0
4602, 2301, 13534, 231, 0, 0
4604, 2302, 13542, 231, 0, 0
4606, 2303, 13552, 231, 0, 0
4608, 2304, 13535, 231, 0, 0
4610, 2305, 13536, 231, 0, 0
4612, 2306, 13536, 231, 0, 0
4614, 2307, 13543, 231, 0, 0
4616, 2308, 13543, 231, 0, 0
4618, 2309, 13536, 231, 0, 0
4620, 2310, 13534, 231, 0, 0
4622, 2311, 13537, 231, 0, 0
4624, 2312, 13548, 231, 0, 0
4626, 2313, 13548, 231, 0, 0
4628, 2314, 13539, 231, 0, 0
4630, 2315, 13542, 231, 0, 0
4632, 2316, 13539, 231, 0, 0
4634, 2317, 13545, 231, 0, 0
4636, 2318, 13545, 231, 0, 0
4638, 2319, 13555, 231, 0, 0
4640, 2320, 13541, 231, 0, 0
4642, 2321, 13541, 231, 0, 0
4644, 2322, 13542, 231, 0, 0
4646, 2323, 13556, 231, 0, 0
4648, 2324, 13557, 231, 0, 0
4650, 2325, 13540, 231, 0, 0
4652, 2326, 13542, 231, 0, 0
4654, 2327, 13541, 231, 0, 0
4656, 2328, 13549, 231, 0, 0
4658, 2329, 13555, 231, 0, 0
4660, 2330, 13556, 231, 0, 0
4662, 2331, 13543, 231, 0, 0
4664, 2332, 13542, 231, 0, 0
4666, 2333, 13546, 231, 0, 0
4668, 2334, 13553, 231, 0, 0
4670, 2335, 13561, 231, 0, 0
4672, 2336, 13547, 231, 0, 0
4674, 2337, 13548, 231, 0, 0
4676, 2338, 13548, 231, 0, 0
4678, 2339, 13554, 231, 0, 0
4680, 2340, 13558, 231, 0, 0
4682, 2341, 13549, 231, 0, 0
4684, 2342, 13550, 231, 0, 0
4686, 2343, 13552, 231, 0, 0
4688, 2344, 13550, 231, 0, 0
4690, 2345, 13559, 231, 0, 0
4692, 2346, 13566, 231, 0, 0
4694, 2347, 13552, 231, 0, 0
4696, 2348, 13552, 231, 0, 0
4698, 2349, 13553, 231, 0, 0
4700, 2350, 13556, 231, 0, 0
4702, 2351, 13565, 231, 0, 0
4704, 2352, 13553, 231, 0, 0
4706, 2353, 13553, 231, 0, 0
4708, 2354, 13553, 231, 0, 0
4710, 2355, 13556, 231, 0, 0
4712, 2356, 13567, 231, 0, 0
4714, 2357, 13581, 231, 0, 0
4716, 2358, 13563, 231, 0, 0
4718, 2359, 13557, 231, 0, 0
4720, 2360, 13551, 231, 0, 0
4722, 2361, 13562, 231, 0, 0
4724, 2362, 13567, 231, 0, 0
4726, 2363, 13571, 231, 0, 0
4728, 2364, 13556, 231, 0, 0
4730, 2365, 13555, 231, 0, 0
4732, 2366, 13557, 231, 0, 0
4734, 2367, 13563, 231, 0, 0
4736, 2368, 13570, 231, 0, 0
4738, 2369, 13560, 231, 0, 0
4740, 2370, 13558, 231, 0, 0
4742, 2371, 13561, 231, 0, 0
4744, 2372, 13568, 231, 0, 0
4746, 2373, 13568, 231, 0, 0
4748, 2374, 13578, 231, 0, 0
4750, 2375, 13564, 231, 0, 0
4752, 2376, 13562, 231, 0, 0
4754, 2377, 13558, 232, 0, 0
4756, 2378, 13567, 231, 0, 0
4758, 2379, 13572, 231, 0, 0
4760, 2380, 13565, 231, 0, 0
4762, 2381, 13567, 231, 0, 0
4764, 2382, 13565, 231, 0, 0
4766, 2383, 13567, 231, 0, 0
4768, 2384, 13576, 231, 0, 0
4770, 2385, 13579, 231, 0, 0
4772, 2386, 13570, 231, 0, 0
4774, 2387, 13565, 231, 0, 0
4776, 2388, 13567, 231, 0, 0
4778, 2389, 13570, 231, 0, 0
4780, 2390, 13577, 231, 0, 0
4782, 2391, 13597, 231, 0, 0
4784, 2392, 13578, 231, 0, 0
4786, 2393, 13573, 231, 0, 0
4788, 2394, 13567, 231, 0, 0
4790, 2395, 13574, 231, 0, 0
4792, 2396, 13578, 231, 0, 0
4794, 2397, 13584, 231, 0, 0
4796, 2398, 13571, 231, 0, 0
4798, 2399, 13568, 231, 0, 0
4800, 2400, 13574, 231, 0, 0
4802, 2401, 13576, 231, 0, 0
4804, 2402, 13583, 231, 0, 0
4806, 2403, 13574, 231, 0, 0
4808, 2404, 13575, 231, 0, 0
4810, 2405, 13574, 231, 0, 0
4812, 2406, 13575, 231, 0, 0
4814, 2407, 13582, 231, 0, 0
4816, 2408, 13589, 231, 0, 0
4818, 2409, 13577, 231, 0, 0
4820, 2410, 13577, 231, 0, 0
4822, 2411, 13577, 231, 0, 0
4824, 2412, 13579, 231, 0, 0
4826, 2413, 13583, 231, 0, 0
4828, 2414, 13591, 231, 0, 0
4830, 2415, 13580, 231, 0, 0
4832, 2416, 13578, 231, 0, 0
4834, 2417, 13580, 231, 0, 0
4836, 2418, 13583, 231, 0, 0
4838, 2419, 13587, 231, 0, 0
4840, 2420, 13596, 231, 0, 0
4842, 2421, 13579, 231, 0, 0
4844, 2422, 13580, 231, 0, 0
4846, 2423, 13580, 231, 0, 0
4848, 2424, 13585, 231, 0, 0
4850, 2425, 13595, 231, 0, 0
4852, 2426, 13609, 233, 0, 0
4854, 2427, 13589, 231, 0, 0
4856, 2428, 13583, 231, 0, 0
4858, 2429, 13578, 231, 0, 0
4860, 2430, 13589, 231, 0, 0
4862, 2431, 13593, 231, 0, 0
4864, 2432, 13598, 231, 0, 0
4866, 2433, 13583, 231, 0, 0
4868, 2434, 13584, 231, 0, 0
4870, 2435, 13583, 231, 0, 0
4872, 2436, 13589, 231, 0, 0
4874, 2437, 13595, 231, 0, 0
4876, 2438, 13601, 231, 0, 0
4878, 2439, 13586, 231, 0, 0
4880, 2440, 13587, 231, 0, 0
4882, 2441, 13591, 231, 0, 0
4884, 2442, 13594, 231, 0, 0
4886, 2443, 13598, 231, 0, 0
4888, 2444, 13596, 231, 0, 0
4890, 2445, 13590, 231, 0, 0
4892, 2446, 13589, 231, 0, 0
4894, 2447, 13591, 231, 0, 0
4896, 2448, 13595, 231, 0, 0
4898, 2449, 13602, 231, 0, 0
4900, 2450, 13597, 231, 0, 0
4902, 2451, 13592, 231, 0, 0
4904, 2452, 13592, 231, 0, 0
4906, 2453, 13592, 231, 0, 0
4908, 2454, 13596, 231, 0, 0
4910, 2455, 13607, 231, 0, 0
4912, 2456, 13610, 231, 0, 0
4914, 2457, 13594, 231, 0, 0
4916, 2458, 13594, 231, 0, 0
4918, 2459, 13594, 231, 0, 0
4920, 2460, 13613, 231, 0, 0
4922, 2461, 13613, 231, 0, 0
4924, 2462, 13614, 231, 0, 0
4926, 2463, 13593, 231, 0, 0
4928, 2464, 13596, 231, 0, 0
4930, 2465, 13594, 231, 0, 0
4932, 2466, 13599, 231, 0, 0
4934, 2467, 13609, 231, 0, 0
4936, 2468, 13611, 231, 0, 0
4938, 2469, 13597, 231, 0, 0
4940, 2470, 13595, 233, 0, 0
4942, 2471, 13597, 231, 0, 0
4944, 2472, 13602, 231, 0, 0
4946, 2473, 13614, 231, 0, 0
4948, 2474, 13615, 231, 0, 0
4950, 2475, 13601, 231, 0, 0
4952, 2476, 13601, 231, 0, 0
4954, 2477, 13602, 231, 0, 0
4956, 2478, 13604, 231, 0, 0
4958, 2479, 13611, 231, 0, 0
4960, 2480, 13617, 231, 0, 0
4962, 2481, 13605, 231, 0, 0
4964, 2482, 13601, 231, 0, 0
4966, 2483, 13603, 231, 0, 0
4968, 2484, 13607, 231, 0, 0
4970, 2485, 13611, 231, 0, 0
4972, 2486, 13618, 231, 0, 0
4974, 2487, 13605, 231, 0, 0
4976, 2488, 13604, 231, 0, 0
4978, 2489, 13606, 231, 0, 0
4980, 2490, 13605, 231, 0, 0
4982, 2491, 13611, 231, 0, 0
4984, 2492, 13618, 231, 0, 0
4986, 2493, 13607, 231, 0, 0
4988, 2494, 13611, 231, 0, 0
4990, 2495, 13619, 231, 0, 0
4992, 2496, 13614, 231, 0, 0
4994, 2497, 13614, 231, 0, 0
4996, 2498, 13614, 231, 0, 0
4998, 2499, 13626, 231, 0, 0
5000, 2500, 13609, 231, 0, 0

$
