
Interrupt method selected.

Period, Pulse_Width, BG_Tasks Run, Latency, Missed, Multiple.

Please, press PB0 to continue.
1484, 742, 11533, 231, 0, 0
1486, 743, 11520, 231, 0, 0
1488, 744, 11541, 231, 0, 0
1490, 745, 11545, 231, 0, 0
1492, 746, 11537, 231, 0, 0
1494, 747, 11543, 231, 0, 0
1496, 748, 11556, 231, 0, 0
1498, 749, 11553, 231, 0, 0
1500, 750, 11557, 231, 0, 0
1502, 751, 11563, 231, 0, 0
1504, 752, 11573, 231, 0, 0
1506, 753, 11573, 231, 0, 0
1508, 754, 11568, 231, 0, 0
1510, 755, 11580, 231, 0, 0
1512, 756, 11579, 231, 0, 0
1514, 757, 11589, 231, 0, 0
1516, 758, 11590, 231, 0, 0
1518, 759, 11599, 231, 0, 0
1520, 760, 11598, 231, 0, 0
1522, 761, 11600, 231, 0, 0
1524, 762, 11605, 231, 0, 0
1526, 763, 11603, 231, 0, 0
1528, 764, 11618, 231, 0, 0
1530, 765, 11610, 231, 0, 0
1532, 766, 11615, 231, 0, 0
1534, 767, 11622, 231, 0, 0
1536, 768, 11626, 231, 0, 0
1538, 769, 11643, 231, 0, 0
1540, 770, 11674, 231, 0, 0
1542, 771, 11656, 231, 0, 0
1544, 772, 11640, 231, 0, 0
1546, 773, 11626, 231, 0, 0
1548, 774, 11653, 231, 0, 0
1550, 775, 11651, 231, 0, 0
1552, 776, 11652, 231, 0, 0
1554, 777, 11653, 231, 0, 0
1556, 778, 11661, 231, 0, 0
1558, 779, 11661, 231, 0, 0
1560, 780, 11663, 231, 0, 0
1562, 781, 11668, 231, 0, 0
1564, 782, 11676, 231, 0, 0
1566, 783, 11672, 231, 0, 0
1568, 784, 11684, 231, 0, 0
1570, 785, 11691, 231, 0, 0
1572, 786, 11686, 231, 0, 0
1574, 787, 11703, 231, 0, 0
1576, 788, 11700, 231, 0, 0
1578, 789, 11705, 231, 0, 0
1580, 790, 11708, 231, 0, 0
1582, 791, 11705, 231, 0, 0
1584, 792, 11714, 231, 0, 0
1586, 793, 11716, 231, 0, 0
1588, 794, 11736, 231, 0, 0
1590, 795, 11723, 231, 0, 0
1592, 796, 11727, 231, 0, 0
1594, 797, 11747, 231, 0, 0
1596, 798, 11733, 231, 0, 0
1598, 799, 11750, 231, 0, 0
1600, 800, 11732, 231, 0, 0
1602, 801, 11744, 231, 0, 0
1604, 802, 11747, 231, 0, 0
1606, 803, 11750, 231, 0, 0
1608, 804, 11757, 231, 0, 0
1610, 805, 11782, 231, 0, 0
1612, 806, 11772, 231, 0, 0
1614, 807, 11754, 231, 0, 0
1616, 808, 11770, 231, 0, 0
1618, 809, 11763, 231, 0, 0
1620, 810, 11783, 231, 0, 0
1622, 811, 11783, 231, 0, 0
1624, 812, 11774, 231, 0, 0
1626, 813, 11790, 231, 0, 0
1628, 814, 11777, 231, 0, 0
1630, 815, 11787, 231, 0, 0
1632, 816, 11792, 231, 0, 0
1634, 817, 11801, 231, 0, 0
1636, 818, 11804, 231, 0, 0
1638, 819, 11804, 231, 0, 0
1640, 820, 11811, 231, 0, 0
1642, 821, 11814, 231, 0, 0
1644, 822, 11816, 231, 0, 0
1646, 823, 11822, 231, 0, 0
1648, 824, 11826, 231, 0, 0
1650, 825, 11818, 231, 0, 0
1652, 826, 11823, 231, 0, 0
1654, 827, 11832, 231, 0, 0
1656, 828, 11842, 231, 0, 0
1658, 829, 11844, 231, 0, 0
1660, 830, 11846, 231, 0, 0
1662, 831, 11845, 231, 0, 0
1664, 832, 11841, 231, 0, 0
1666, 833, 11857, 231, 0, 0
1668, 834, 11848, 231, 0, 0
1670, 835, 11855, 231, 0, 0
1672, 836, 11856, 231, 0, 0
1674, 837, 11863, 231, 0, 0
1676, 838, 11878, 231, 0, 0
1678, 839, 11901, 233, 0, 0
1680, 840, 11892, 231, 0, 0
1682, 841, 11874, 231, 0, 0
1684, 842, 11862, 231, 0, 0
1686, 843, 11884, 231, 0, 0
1688, 844, 11883, 231, 0, 0
1690, 845, 11884, 231, 0, 0
1692, 846, 11883, 231, 0, 0
1694, 847, 11893, 231, 0, 0
1696, 848, 11890, 231, 0, 0
1698, 849, 11892, 231, 0, 0
1700, 850, 11901, 231, 0, 0
1702, 851, 11901, 231, 0, 0
1704, 852, 11906, 231, 0, 0
1706, 853, 11911, 231, 0, 0
1708, 854, 11917, 231, 0, 0
1710, 855, 11922, 231, 0, 0
1712, 856, 11924, 231, 0, 0
1714, 857, 11924, 231, 0, 0
1716, 858, 11925, 231, 0, 0
1718, 859, 11916, 232, 0, 0
1720, 860, 11928, 231, 0, 0
1722, 861, 11933, 231, 0, 0
1724, 862, 11938, 231, 0, 0
1726, 863, 11956, 231, 0, 0
1728, 864, 11947, 231, 0, 0
1730, 865, 11947, 231, 0, 0
1732, 866, 11963, 231, 0, 0
1734, 867, 11953, 231, 0, 0
1736, 868, 11964, 231, 0, 0
1738, 869, 11951, 231, 0, 0
1740, 870, 11973, 231, 0, 0
1742, 871, 11966, 231, 0, 0
1744, 872, 11967, 231, 0, 0
1746, 873, 11974, 231, 0, 0
1748, 874, 11996, 231, 0, 0
1750, 875, 11983, 231, 0, 0
1752, 876, 11972, 231, 0, 0
1754, 877, 11979, 231, 0, 0
1756, 878, 11978, 231, 0, 0
1758, 879, 11981, 231, 0, 0
1760, 880, 11999, 231, 0, 0
1762, 881, 11988, 231, 0, 0
1764, 882, 12000, 231, 0, 0
1766, 883, 12007, 231, 0, 0
1768, 884, 11998, 231, 0, 0
1770, 885, 12004, 231, 0, 0
1772, 886, 12011, 231, 0, 0
1774, 887, 12012, 231, 0, 0
1776, 888, 12013, 231, 0, 0
1778, 889, 12015, 231, 0, 0
1780, 890, 12023, 231, 0, 0
1782, 891, 12027, 231, 0, 0
1784, 892, 12025, 231, 0, 0
1786, 893, 12021, 231, 0, 0
1788, 894, 12026, 231, 0, 0
1790, 895, 12030, 231, 0, 0
1792, 896, 12037, 231, 0, 0
1794, 897, 12043, 231, 0, 0
1796, 898, 12040, 231, 0, 0
1798, 899, 12049, 231, 0, 0
1800, 900, 12047, 231, 0, 0
1802, 901, 12047, 231, 0, 0
1804, 902, 12055, 231, 0, 0
1806, 903, 12052, 231, 0, 0
1808, 904, 12054, 231, 0, 0
1810, 905, 12056, 231, 0, 0
1812, 906, 12061, 231, 0, 0
1814, 907, 12077, 231, 0, 0
1816, 908, 12102, 237, 0, 0
1818, 909, 12085, 231, 0, 0
1820, 910, 12072, 231, 0, 0
1822, 911, 12059, 231, 0, 0
1824, 912, 12083, 231, 0, 0
1826, 913, 12082, 231, 0, 0
1828, 914, 12077, 231, 0, 0
1830, 915, 12079, 231, 0, 0
1832, 916, 12087, 231, 0, 0
1834, 917, 12086, 231, 0, 0
1836, 918, 12091, 231, 0, 0
1838, 919, 12092, 231, 0, 0
1840, 920, 12095, 231, 0, 0
1842, 921, 12094, 231, 0, 0
1844, 922, 12104, 231, 0, 0
1846, 923, 12112, 231, 0, 0
1848, 924, 12115, 231, 0, 0
1850, 925, 12108, 231, 0, 0
1852, 926, 12112, 231, 0, 0
1854, 927, 12119, 231, 0, 0
1856, 928, 12119, 231, 0, 0
1858, 929, 12127, 231, 0, 0
1860, 930, 12123, 231, 0, 0
1862, 931, 12128, 231, 0, 0
1864, 932, 12134, 231, 0, 0
1866, 933, 12131, 231, 0, 0
1868, 934, 12134, 231, 0, 0
1870, 935, 12149, 231, 0, 0
1872, 936, 12141, 231, 0, 0
1874, 937, 12154, 231, 0, 0
1876, 938, 12138, 231, 0, 0
1878, 939, 12147, 231, 0, 0
1880, 940, 12148, 231, 0, 0
1882, 941, 12151, 231, 0, 0
1884, 942, 12155, 231, 0, 0
1886, 943, 12180, 231, 0, 0
1888, 944, 12169, 231, 0, 0
1890, 945, 12158, 231, 0, 0
1892, 946, 12164, 231, 0, 0
1894, 947, 12161, 231, 0, 0
1896, 948, 12173, 231, 0, 0
1898, 949, 12176, 231, 0, 0
1900, 950, 12169, 231, 0, 0
1902, 951, 12182, 231, 0, 0
1904, 952, 12176, 231, 0, 0
1906, 953, 12181, 231, 0, 0
1908, 954, 12187, 231, 0, 0
1910, 955, 12194, 231, 0, 0
1912, 956, 12188, 231, 0, 0
1914, 957, 12191, 231, 0, 0
1916, 958, 12193, 231, 0, 0
1918, 959, 12199, 231, 0, 0
1920, 960, 12199, 231, 0, 0
1922, 961, 12202, 231, 0, 0
1924, 962, 12205, 231, 0, 0
1926, 963, 12202, 231, 0, 0
1928, 964, 12204, 231, 0, 0
1930, 965, 12215, 231, 0, 0
1932, 966, 12222, 231, 0, 0
1934, 967, 12226, 231, 0, 0
1936, 968, 12222, 231, 0, 0
1938, 969, 12221, 231, 0, 0
1940, 970, 12218, 231, 0, 0
1942, 971, 12228, 231, 0, 0
1944, 972, 12223, 231, 0, 0
1946, 973, 12226, 231, 0, 0
1948, 974, 12228, 231, 0, 0
1950, 975, 12233, 231, 0, 0
1952, 976, 12246, 231, 0, 0
1954, 977, 12266, 237, 0, 0
1956, 978, 12254, 231, 0, 0
1958, 979, 12243, 231, 0, 0
1960, 980, 12231, 231, 0, 0
1962, 981, 12252, 231, 0, 0
1964, 982, 12251, 231, 0, 0
1966, 983, 12248, 231, 0, 0
1968, 984, 12251, 231, 0, 0
1970, 985, 12251, 231, 0, 0
1972, 986, 12256, 231, 0, 0
1974, 987, 12259, 231, 0, 0
1976, 988, 12263, 231, 0, 0
1978, 989, 12266, 231, 0, 0
1980, 990, 12269, 231, 0, 0
1982, 991, 12274, 231, 0, 0
1984, 992, 12278, 231, 0, 0
1986, 993, 12275, 231, 0, 0
1988, 994, 12285, 231, 0, 0
1990, 995, 12300, 231, 0, 0
1992, 996, 12289, 231, 0, 0
1994, 997, 12285, 231, 0, 0
1996, 998, 12294, 231, 0, 0
1998, 999, 12291, 231, 0, 0
2000, 1000, 12296, 231, 0, 0
2002, 1001, 12302, 231, 0, 0
2004, 1002, 12299, 231, 0, 0
2006, 1003, 12302, 231, 0, 0
2008, 1004, 12314, 231, 0, 0
2010, 1005, 12305, 231, 0, 0
2012, 1006, 12315, 231, 0, 0
2014, 1007, 12312, 231, 0, 0
2016, 1008, 12312, 231, 0, 0
2018, 1009, 12313, 231, 0, 0
2020, 1010, 12320, 231, 0, 0
2022, 1011, 12318, 231, 0, 0
2024, 1012, 12339, 231, 0, 0
2026, 1013, 12328, 231, 0, 0
2028, 1014, 12315, 231, 0, 0
2030, 1015, 12324, 231, 0, 0
2032, 1016, 12321, 231, 0, 0
2034, 1017, 12332, 231, 0, 0
2036, 1018, 12327, 231, 0, 0
2038, 1019, 12327, 231, 0, 0
2040, 1020, 12338, 231, 0, 0
2042, 1021, 12326, 231, 0, 0
2044, 1022, 12333, 231, 0, 0
2046, 1023, 12336, 231, 0, 0
2048, 1024, 12344, 231, 0, 0
2050, 1025, 12342, 231, 0, 0
2052, 1026, 12345, 231, 0, 0
2054, 1027, 12349, 231, 0, 0
2056, 1028, 12349, 231, 0, 0
2058, 1029, 12351, 231, 0, 0
2060, 1030, 12356, 231, 0, 0
2062, 1031, 12358, 231, 0, 0
2064, 1032, 12359, 231, 0, 0
2066, 1033, 12359, 231, 0, 0
2068, 1034, 12367, 231, 0, 0
2070, 1035, 12372, 231, 0, 0
2072, 1036, 12374, 231, 0, 0
2074, 1037, 12371, 231, 0, 0
2076, 1038, 12371, 231, 0, 0
2078, 1039, 12369, 231, 0, 0
2080, 1040, 12373, 231, 0, 0
2082, 1041, 12373, 231, 0, 0
2084, 1042, 12376, 231, 0, 0
2086, 1043, 12378, 231, 0, 0
2088, 1044, 12383, 231, 0, 0
2090, 1045, 12400, 231, 0, 0
2092, 1046, 12418, 231, 0, 0
2094, 1047, 12405, 231, 0, 0
2096, 1048, 12393, 231, 0, 0
2098, 1049, 12380, 231, 0, 0
2100, 1050, 12397, 231, 0, 0
2102, 1051, 12395, 231, 0, 0
2104, 1052, 12393, 231, 0, 0
2106, 1053, 12395, 231, 0, 0
2108, 1054, 12395, 231, 0, 0
2110, 1055, 12394, 231, 0, 0
2112, 1056, 12406, 231, 0, 0
2114, 1057, 12408, 231, 0, 0
2116, 1058, 12410, 231, 0, 0
2118, 1059, 12411, 231, 0, 0
2120, 1060, 12413, 231, 0, 0
2122, 1061, 12417, 231, 0, 0
2124, 1062, 12420, 231, 0, 0
2126, 1063, 12417, 231, 0, 0
2128, 1064, 12421, 231, 0, 0
2130, 1065, 12431, 231, 0, 0
2132, 1066, 12429, 231, 0, 0
2134, 1067, 12433, 231, 0, 0
2136, 1068, 12425, 231, 0, 0
2138, 1069, 12430, 231, 0, 0
2140, 1070, 12446, 231, 0, 0
2142, 1071, 12435, 231, 0, 0
2144, 1072, 12438, 231, 0, 0
2146, 1073, 12444, 231, 0, 0
2148, 1074, 12444, 231, 0, 0
2150, 1075, 12451, 231, 0, 0
2152, 1076, 12446, 231, 0, 0
2154, 1077, 12446, 231, 0, 0
2156, 1078, 12448, 231, 0, 0
2158, 1079, 12451, 231, 0, 0
2160, 1080, 12458, 231, 0, 0
2162, 1081, 12476, 231, 0, 0
2164, 1082, 12464, 231, 0, 0
2166, 1083, 12451, 231, 0, 0
2168, 1084, 12459, 231, 0, 0
2170, 1085, 12457, 231, 0, 0
2172, 1086, 12467, 231, 0, 0
2174, 1087, 12468, 231, 0, 0
2176, 1088, 12462, 231, 0, 0
2178, 1089, 12474, 231, 0, 0
2180, 1090, 12476, 231, 0, 0
2182, 1091, 12470, 231, 0, 0
2184, 1092, 12475, 231, 0, 0
2186, 1093, 12485, 231, 0, 0
2188, 1094, 12481, 231, 0, 0
2190, 1095, 12481, 231, 0, 0
2192, 1096, 12482, 231, 0, 0
2194, 1097, 12487, 231, 0, 0
2196, 1098, 12485, 231, 0, 0
2198, 1099, 12495, 231, 0, 0
2200, 1100, 12494, 231, 0, 0
2202, 1101, 12492, 231, 0, 0
2204, 1102, 12488, 231, 0, 0
2206, 1103, 12497, 231, 0, 0
2208, 1104, 12502, 231, 0, 0
2210, 1105, 12502, 231, 0, 0
2212, 1106, 12501, 231, 0, 0
2214, 1107, 12503, 231, 0, 0
2216, 1108, 12501, 231, 0, 0
2218, 1109, 12505, 231, 0, 0
2220, 1110, 12509, 231, 0, 0
2222, 1111, 12509, 231, 0, 0
2224, 1112, 12509, 231, 0, 0
2226, 1113, 12513, 231, 0, 0
2228, 1114, 12524, 231, 0, 0
2230, 1115, 12548, 232, 0, 0
2232, 1116, 12534, 231, 0, 0
2234, 1117, 12520, 231, 0, 0
2236, 1118, 12509, 231, 0, 0
2238, 1119, 12526, 231, 0, 0
2240, 1120, 12530, 231, 0, 0
2242, 1121, 12524, 231, 0, 0
2244, 1122, 12524, 231, 0, 0
2246, 1123, 12529, 231, 0, 0
2248, 1124, 12528, 231, 0, 0
2250, 1125, 12534, 231, 0, 0
2252, 1126, 12534, 231, 0, 0
2254, 1127, 12534, 231, 0, 0
2256, 1128, 12537, 231, 0, 0
2258, 1129, 12541, 231, 0, 0
2260, 1130, 12548, 231, 0, 0
2262, 1131, 12547, 231, 0, 0
2264, 1132, 12548, 231, 0, 0
2266, 1133, 12549, 231, 0, 0
2268, 1134, 12557, 231, 0, 0
2270, 1135, 12551, 231, 0, 0
2272, 1136, 12549, 231, 0, 0
2274, 1137, 12550, 231, 0, 0
2276, 1138, 12556, 231, 0, 0
2278, 1139, 12573, 231, 0, 0
2280, 1140, 12559, 231, 0, 0
2282, 1141, 12561, 231, 0, 0
2284, 1142, 12564, 231, 0, 0
2286, 1143, 12569, 231, 0, 0
2288, 1144, 12568, 231, 0, 0
2290, 1145, 12562, 231, 0, 0
2292, 1146, 12576, 231, 0, 0
2294, 1147, 12576, 231, 0, 0
2296, 1148, 12579, 231, 0, 0
2298, 1149, 12575, 231, 0, 0
2300, 1150, 12594, 231, 0, 0
2302, 1151, 12589, 232, 0, 0
2304, 1152, 12575, 231, 0, 0
2306, 1153, 12580, 231, 0, 0
2308, 1154, 12578, 231, 0, 0
2310, 1155, 12593, 231, 0, 0
2312, 1156, 12586, 231, 0, 0
2314, 1157, 12580, 231, 0, 0
2316, 1158, 12594, 231, 0, 0
2318, 1159, 12593, 231, 0, 0
2320, 1160, 12595, 231, 0, 0
2322, 1161, 12594, 231, 0, 0
2324, 1162, 12599, 231, 0, 0
2326, 1163, 12602, 231, 0, 0
2328, 1164, 12601, 231, 0, 0
2330, 1165, 12601, 231, 0, 0
2332, 1166, 12606, 231, 0, 0
2334, 1167, 12607, 231, 0, 0
2336, 1168, 12608, 231, 0, 0
2338, 1169, 12609, 231, 0, 0
2340, 1170, 12606, 231, 0, 0
2342, 1171, 12609, 231, 0, 0
2344, 1172, 12613, 231, 0, 0
2346, 1173, 12618, 231, 0, 0
2348, 1174, 12626, 231, 0, 0
2350, 1175, 12618, 231, 0, 0
2352, 1176, 12619, 231, 0, 0
2354, 1177, 12618, 231, 0, 0
2356, 1178, 12625, 231, 0, 0
2358, 1179, 12620, 231, 0, 0
2360, 1180, 12623, 231, 0, 0
2362, 1181, 12631, 231, 0, 0
2364, 1182, 12630, 231, 0, 0
2366, 1183, 12638, 231, 0, 0
2368, 1184, 12655, 232, 0, 0
2370, 1185, 12649, 231, 0, 0
2372, 1186, 12635, 231, 0, 0
2374, 1187, 12624, 231, 0, 0
2376, 1188, 12646, 231, 0, 0
2378, 1189, 12641, 231, 0, 0
2380, 1190, 12635, 231, 0, 0
2382, 1191, 12638, 231, 0, 0
2384, 1192, 12641, 231, 0, 0
2386, 1193, 12640, 231, 0, 0
2388, 1194, 12642, 231, 0, 0
2390, 1195, 12650, 231, 0, 0
2392, 1196, 12648, 231, 0, 0
2394, 1197, 12649, 231, 0, 0
2396, 1198, 12659, 231, 0, 0
2398, 1199, 12659, 231, 0, 0
2400, 1200, 12657, 231, 0, 0
2402, 1201, 12661, 231, 0, 0
2404, 1202, 12661, 231, 0, 0
2406, 1203, 12662, 231, 0, 0
2408, 1204, 12662, 231, 0, 0
2410, 1205, 12665, 231, 0, 0
2412, 1206, 12663, 231, 0, 0
2414, 1207, 12666, 231, 0, 0
2416, 1208, 12677, 231, 0, 0
2418, 1209, 12669, 231, 0, 0
2420, 1210, 12671, 231, 0, 0
2422, 1211, 12687, 231, 0, 0
2424, 1212, 12675, 231, 0, 0
2426, 1213, 12676, 231, 0, 0
2428, 1214, 12678, 231, 0, 0
2430, 1215, 12680, 231, 0, 0
2432, 1216, 12679, 231, 0, 0
2434, 1217, 12688, 231, 0, 0
2436, 1218, 12686, 231, 0, 0
2438, 1219, 12701, 231, 0, 0
2440, 1220, 12698, 232, 0, 0
2442, 1221, 12683, 231, 0, 0
2444, 1222, 12688, 231, 0, 0
2446, 1223, 12686, 231, 0, 0
2448, 1224, 12697, 231, 0, 0
2450, 1225, 12697, 231, 0, 0
2452, 1226, 12692, 231, 0, 0
2454, 1227, 12702, 231, 0, 0
2456, 1228, 12699, 231, 0, 0
2458, 1229, 12704, 231, 0, 0
2460, 1230, 12702, 231, 0, 0
2462, 1231, 12712, 231, 0, 0
2464, 1232, 12710, 231, 0, 0
2466, 1233, 12707, 231, 0, 0
2468, 1234, 12708, 231, 0, 0
2470, 1235, 12717, 231, 0, 0
2472, 1236, 12709, 231, 0, 0
2474, 1237, 12711, 231, 0, 0
2476, 1238, 12715, 231, 0, 0
2478, 1239, 12711, 231, 0, 0
2480, 1240, 12711, 231, 0, 0
2482, 1241, 12723, 231, 0, 0
2484, 1242, 12722, 231, 0, 0
2486, 1243, 12725, 231, 0, 0
2488, 1244, 12724, 231, 0, 0
2490, 1245, 12723, 231, 0, 0
2492, 1246, 12721, 231, 0, 0
2494, 1247, 12727, 231, 0, 0
2496, 1248, 12724, 231, 0, 0
2498, 1249, 12733, 231, 0, 0
2500, 1250, 12729, 231, 0, 0
2502, 1251, 12731, 231, 0, 0
2504, 1252, 12747, 231, 0, 0
2506, 1253, 12756, 231, 0, 0
2508, 1254, 12746, 231, 0, 0
2510, 1255, 12741, 231, 0, 0
2512, 1256, 12726, 231, 0, 0
2514, 1257, 12742, 231, 0, 0
2516, 1258, 12743, 231, 0, 0
2518, 1259, 12737, 231, 0, 0
2520, 1260, 12746, 231, 0, 0
2522, 1261, 12745, 231, 0, 0
2524, 1262, 12742, 231, 0, 0
2526, 1263, 12748, 231, 0, 0
2528, 1264, 12745, 231, 0, 0
2530, 1265, 12748, 231, 0, 0
2532, 1266, 12753, 231, 0, 0
2534, 1267, 12752, 231, 0, 0
2536, 1268, 12764, 231, 0, 0
2538, 1269, 12758, 231, 0, 0
2540, 1270, 12754, 231, 0, 0
2542, 1271, 12764, 231, 0, 0
2544, 1272, 12761, 231, 0, 0
2546, 1273, 12762, 231, 0, 0
2548, 1274, 12762, 231, 0, 0
2550, 1275, 12760, 231, 0, 0
2552, 1276, 12772, 231, 0, 0
2554, 1277, 12776, 231, 0, 0
2556, 1278, 12768, 231, 0, 0
2558, 1279, 12773, 231, 0, 0
2560, 1280, 12778, 231, 0, 0
2562, 1281, 12779, 231, 0, 0
2564, 1282, 12779, 231, 0, 0
2566, 1283, 12769, 231, 0, 0
2568, 1284, 12780, 231, 0, 0
2570, 1285, 12776, 231, 0, 0
2572, 1286, 12789, 231, 0, 0
2574, 1287, 12782, 231, 0, 0
2576, 1288, 12797, 231, 0, 0
2578, 1289, 12792, 231, 0, 0
2580, 1290, 12778, 231, 0, 0
2582, 1291, 12785, 231, 0, 0
2584, 1292, 12793, 231, 0, 0
2586, 1293, 12790, 231, 0, 0
2588, 1294, 12797, 231, 0, 0
2590, 1295, 12786, 231, 0, 0
2592, 1296, 12796, 231, 0, 0
2594, 1297, 12791, 231, 0, 0
2596, 1298, 12792, 231, 0, 0
2598, 1299, 12799, 231, 0, 0
2600, 1300, 12807, 231, 0, 0
2602, 1301, 12804, 231, 0, 0
2604, 1302, 12800, 231, 0, 0
2606, 1303, 12802, 231, 0, 0
2608, 1304, 12805, 231, 0, 0
2610, 1305, 12804, 231, 0, 0
2612, 1306, 12811, 231, 0, 0
2614, 1307, 12807, 231, 0, 0
2616, 1308, 12804, 231, 0, 0
2618, 1309, 12806, 231, 0, 0
2620, 1310, 12811, 231, 0, 0
2622, 1311, 12820, 231, 0, 0
2624, 1312, 12817, 231, 0, 0
2626, 1313, 12822, 231, 0, 0
2628, 1314, 12816, 231, 0, 0
2630, 1315, 12814, 231, 0, 0
2632, 1316, 12819, 231, 0, 0
2634, 1317, 12816, 231, 0, 0
2636, 1318, 12823, 231, 0, 0
2638, 1319, 12819, 231, 0, 0
2640, 1320, 12831, 231, 0, 0
2642, 1321, 12832, 231, 0, 0
2644, 1322, 12847, 235, 0, 0
2646, 1323, 12840, 231, 0, 0
2648, 1324, 12828, 231, 0, 0
2650, 1325, 12824, 231, 0, 0
2652, 1326, 12832, 231, 0, 0
2654, 1327, 12839, 231, 0, 0
2656, 1328, 12829, 231, 0, 0
2658, 1329, 12830, 231, 0, 0
2660, 1330, 12832, 231, 0, 0
2662, 1331, 12832, 231, 0, 0
2664, 1332, 12840, 231, 0, 0
2666, 1333, 12836, 231, 0, 0
2668, 1334, 12845, 231, 0, 0
2670, 1335, 12836, 231, 0, 0
2672, 1336, 12843, 231, 0, 0
2674, 1337, 12852, 231, 0, 0
2676, 1338, 12847, 231, 0, 0
2678, 1339, 12852, 231, 0, 0
2680, 1340, 12848, 231, 0, 0
2682, 1341, 12856, 231, 0, 0
2684, 1342, 12841, 232, 0, 0
2686, 1343, 12860, 231, 0, 0
2688, 1344, 12848, 231, 0, 0
2690, 1345, 12853, 231, 0, 0
2692, 1346, 12859, 231, 0, 0
2694, 1347, 12856, 231, 0, 0
2696, 1348, 12860, 231, 0, 0
2698, 1349, 12859, 231, 0, 0
2700, 1350, 12862, 231, 0, 0
2702, 1351, 12866, 231, 0, 0
2704, 1352, 12870, 231, 0, 0
2706, 1353, 12863, 231, 0, 0
2708, 1354, 12872, 231, 0, 0
2710, 1355, 12869, 231, 0, 0
2712, 1356, 12892, 231, 0, 0
2714, 1357, 12884, 231, 0, 0
2716, 1358, 12874, 232, 0, 0
2718, 1359, 12868, 231, 0, 0
2720, 1360, 12871, 231, 0, 0
2722, 1361, 12873, 231, 0, 0
2724, 1362, 12869, 231, 0, 0
2726, 1363, 12884, 231, 0, 0
2728, 1364, 12870, 231, 0, 0
2730, 1365, 12888, 231, 0, 0
2732, 1366, 12875, 231, 0, 0
2734, 1367, 12878, 231, 0, 0
2736, 1368, 12881, 231, 0, 0
2738, 1369, 12892, 231, 0, 0
2740, 1370, 12884, 231, 0, 0
2742, 1371, 12885, 231, 0, 0
2744, 1372, 12888, 231, 0, 0
2746, 1373, 12886, 231, 0, 0
2748, 1374, 12891, 231, 0, 0
2750, 1375, 12887, 231, 0, 0
2752, 1376, 12896, 231, 0, 0
2754, 1377, 12888, 231, 0, 0
2756, 1378, 12894, 231, 0, 0
2758, 1379, 12894, 231, 0, 0
2760, 1380, 12905, 231, 0, 0
2762, 1381, 12895, 231, 0, 0
2764, 1382, 12908, 231, 0, 0
2766, 1383, 12899, 231, 0, 0
2768, 1384, 12905, 231, 0, 0
2770, 1385, 12903, 231, 0, 0
2772, 1386, 12900, 231, 0, 0
2774, 1387, 12901, 231, 0, 0
2776, 1388, 12903, 231, 0, 0
2778, 1389, 12906, 231, 0, 0
2780, 1390, 12915, 231, 0, 0
2782, 1391, 12929, 237, 0, 0
2784, 1392, 12919, 231, 0, 0
2786, 1393, 12912, 231, 0, 0
2788, 1394, 12901, 231, 0, 0
2790, 1395, 12917, 231, 0, 0
2792, 1396, 12913, 231, 0, 0
2794, 1397, 12913, 231, 0, 0
2796, 1398, 12912, 231, 0, 0
2798, 1399, 12919, 231, 0, 0
2800, 1400, 12913, 231, 0, 0
2802, 1401, 12918, 231, 0, 0
2804, 1402, 12917, 231, 0, 0
2806, 1403, 12923, 231, 0, 0
2808, 1404, 12918, 231, 0, 0
2810, 1405, 12927, 231, 0, 0
2812, 1406, 12919, 231, 0, 0
2814, 1407, 12931, 231, 0, 0
2816, 1408, 12929, 231, 0, 0
2818, 1409, 12933, 231, 0, 0
2820, 1410, 12930, 231, 0, 0
2822, 1411, 12934, 231, 0, 0
2824, 1412, 12929, 231, 0, 0
2826, 1413, 12936, 231, 0, 0
2828, 1414, 12933, 231, 0, 0
2830, 1415, 12942, 231, 0, 0
2832, 1416, 12935, 231, 0, 0
2834, 1417, 12941, 231, 0, 0
2836, 1418, 12944, 231, 0, 0
2838, 1419, 12941, 231, 0, 0
2840, 1420, 12940, 231, 0, 0
2842, 1421, 12941, 231, 0, 0
2844, 1422, 12947, 231, 0, 0
2846, 1423, 12947, 231, 0, 0
2848, 1424, 12944, 231, 0, 0
2850, 1425, 12973, 231, 0, 0
2852, 1426, 12961, 231, 0, 0
2854, 1427, 12956, 231, 0, 0
2856, 1428, 12943, 231, 0, 0
2858, 1429, 12951, 231, 0, 0
2860, 1430, 12947, 231, 0, 0
2862, 1431, 12950, 231, 0, 0
2864, 1432, 12951, 231, 0, 0
2866, 1433, 12953, 231, 0, 0
2868, 1434, 12958, 231, 0, 0
2870, 1435, 12959, 231, 0, 0
2872, 1436, 12955, 231, 0, 0
2874, 1437, 12959, 231, 0, 0
2876, 1438, 12968, 231, 0, 0
2878, 1439, 12960, 231, 0, 0
2880, 1440, 12962, 231, 0, 0
2882, 1441, 12962, 231, 0, 0
2884, 1442, 12974, 231, 0, 0
2886, 1443, 12963, 231, 0, 0
2888, 1444, 12975, 231, 0, 0
2890, 1445, 12963, 231, 0, 0
2892, 1446, 12972, 231, 0, 0
2894, 1447, 12965, 231, 0, 0
2896, 1448, 12977, 231, 0, 0
2898, 1449, 12974, 231, 0, 0
2900, 1450, 12977, 231, 0, 0
